mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_samples,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.11208615303039551,0.006527427613006968,0.006458950042724609,0.004804198402848882,7,0.9,0.9,0.01,"{'max_depth': 7, 'max_features': 0.9, 'max_samples': 0.9, 'min_samples_split': 0.01}",0.927797833935018,0.9458483754512635,0.9420289855072463,0.9601449275362319,0.9528985507246377,0.9457437346308794,0.010903682065900672,24
0.12054853439331055,0.004272368547705104,0.004099321365356445,0.002057099466002977,7,1.0,1.0,0.01,"{'max_depth': 7, 'max_features': 1.0, 'max_samples': 1.0, 'min_samples_split': 0.01}",0.927797833935018,0.9350180505415162,0.9492753623188406,0.9565217391304348,0.9528985507246377,0.9443023073300895,0.011013957110026689,25
0.10833845138549805,0.008348616084900543,0.005302572250366211,0.0056683551455488845,7,0.8,0.8,0.01,"{'max_depth': 7, 'max_features': 0.8, 'max_samples': 0.8, 'min_samples_split': 0.01}",0.927797833935018,0.9386281588447654,0.9420289855072463,0.9601449275362319,0.9528985507246377,0.9442996913095797,0.01126628223034478,26
0.1065603256225586,0.008518325001396099,0.006585836410522461,0.005379526601633926,7,0.7,0.9,0.01,"{'max_depth': 7, 'max_features': 0.7, 'max_samples': 0.9, 'min_samples_split': 0.01}",0.927797833935018,0.9458483754512635,0.9420289855072463,0.9565217391304348,0.9456521739130435,0.9435698215874012,0.009256456528207821,27
0.10854959487915039,0.007133374551200366,0.004702234268188476,0.0066828457025094705,7,0.8,0.7,0.01,"{'max_depth': 7, 'max_features': 0.8, 'max_samples': 0.7, 'min_samples_split': 0.01}",0.9314079422382672,0.9422382671480144,0.9456521739130435,0.9492753623188406,0.9420289855072463,0.9421205462250823,0.00597404240394978,28
0.10455718040466308,0.007438683467912503,0.009427213668823242,0.007330916538865325,7,0.9,0.7,0.01,"{'max_depth': 7, 'max_features': 0.9, 'max_samples': 0.7, 'min_samples_split': 0.01}",0.927797833935018,0.9386281588447654,0.927536231884058,0.9601449275362319,0.9492753623188406,0.9406765029037828,0.012614931558849112,29
0.11063756942749023,0.006165625272674935,0.0016689300537109375,0.0021104837670550543,7,0.7,0.7,0.01,"{'max_depth': 7, 'max_features': 0.7, 'max_samples': 0.7, 'min_samples_split': 0.01}",0.927797833935018,0.9458483754512635,0.9384057971014492,0.9456521739130435,0.9384057971014492,0.9392219955004446,0.006589384383938802,30
0.10607314109802246,0.00669386861392595,0.004642105102539063,0.007204131707247673,7,0.7,0.8,0.01,"{'max_depth': 7, 'max_features': 0.7, 'max_samples': 0.8, 'min_samples_split': 0.01}",0.9314079422382672,0.9566787003610109,0.9347826086956522,0.9492753623188406,0.9239130434782609,0.9392115314184064,0.012007812266131688,31
0.11438565254211426,0.0036298833819842914,0.001983785629272461,0.002586826366608336,7,0.7,1.0,0.01,"{'max_depth': 7, 'max_features': 0.7, 'max_samples': 1.0, 'min_samples_split': 0.01}",0.9205776173285198,0.9422382671480144,0.927536231884058,0.9492753623188406,0.9311594202898551,0.9341573797938576,0.010306225744687926,32
0.10797529220581055,0.00764882279284336,0.010120153427124023,0.006030058870158353,10,0.9,1.0,0.03,"{'max_depth': 10, 'max_features': 0.9, 'max_samples': 1.0, 'min_samples_split': 0.03}",0.9133574007220217,0.9314079422382672,0.9311594202898551,0.9492753623188406,0.9057971014492754,0.926199445403652,0.01526696749234979,33
0.1064082145690918,0.002562490539538258,0.004582834243774414,0.0024789652237253617,10,0.7,1.0,0.03,"{'max_depth': 10, 'max_features': 0.7, 'max_samples': 1.0, 'min_samples_split': 0.03}",0.924187725631769,0.9422382671480144,0.9094202898550725,0.9311594202898551,0.9166666666666666,0.9247344739182755,0.011380469185114454,34
0.11002912521362304,0.005939225663325987,0.006035900115966797,0.0049796588494084,10,0.8,1.0,0.03,"{'max_depth': 10, 'max_features': 0.8, 'max_samples': 1.0, 'min_samples_split': 0.03}",0.9061371841155235,0.927797833935018,0.9202898550724637,0.9456521739130435,0.9130434782608695,0.9225841050593836,0.013609607787665363,35
0.11650524139404297,0.008394103434816204,0.004163312911987305,0.0022217236587949918,10,1.0,1.0,0.03,"{'max_depth': 10, 'max_features': 1.0, 'max_samples': 1.0, 'min_samples_split': 0.03}",0.9025270758122743,0.924187725631769,0.9239130434782609,0.9492753623188406,0.9094202898550725,0.9218646994192434,0.01606078217851909,36
0.11494660377502441,0.006229362687332872,0.0030924320220947266,0.0025274505551944543,10,1.0,0.9,0.03,"{'max_depth': 10, 'max_features': 1.0, 'max_samples': 0.9, 'min_samples_split': 0.03}",0.9097472924187726,0.924187725631769,0.927536231884058,0.9311594202898551,0.9094202898550725,0.9204101920159055,0.009111218252573838,37
0.1068796157836914,0.00512295933905376,0.0070361137390136715,0.0031299479359120004,10,0.9,0.9,0.03,"{'max_depth': 10, 'max_features': 0.9, 'max_samples': 0.9, 'min_samples_split': 0.03}",0.9061371841155235,0.927797833935018,0.9239130434782609,0.927536231884058,0.9094202898550725,0.9189609166535865,0.009291096537489843,38
0.11450357437133789,0.003454404801782173,0.006585836410522461,0.0046575002631185185,7,0.9,1.0,0.03,"{'max_depth': 7, 'max_features': 0.9, 'max_samples': 1.0, 'min_samples_split': 0.03}",0.9097472924187726,0.924187725631769,0.9202898550724637,0.9311594202898551,0.9057971014492754,0.9182362789724271,0.009310644486913433,39
0.11630992889404297,0.008113592106770937,0.004579401016235352,0.002429970067735971,10,0.8,0.9,0.03,"{'max_depth': 10, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.03}",0.9133574007220217,0.924187725631769,0.9094202898550725,0.9456521739130435,0.8985507246376812,0.9182336629519176,0.015975588534272642,40
0.11592035293579102,0.00416098802454351,0.004040765762329102,0.002085142967652736,7,1.0,1.0,0.03,"{'max_depth': 7, 'max_features': 1.0, 'max_samples': 1.0, 'min_samples_split': 0.03}",0.9061371841155235,0.924187725631769,0.9239130434782609,0.927536231884058,0.9021739130434783,0.9167896196306179,0.01046955659125855,41
0.11369972229003907,0.006896708965601378,0.008866453170776367,0.007530030132817874,7,0.8,0.9,0.03,"{'max_depth': 7, 'max_features': 0.8, 'max_samples': 0.9, 'min_samples_split': 0.03}",0.9169675090252708,0.9133574007220217,0.9057971014492754,0.9420289855072463,0.9057971014492754,0.9167896196306179,0.013345473188027939,41
0.1112030029296875,0.003294491472407197,0.005441141128540039,0.0011125477308666471,10,1.0,0.8,0.03,"{'max_depth': 10, 'max_features': 1.0, 'max_samples': 0.8, 'min_samples_split': 0.03}",0.8989169675090253,0.9386281588447654,0.9239130434782609,0.9202898550724637,0.9021739130434783,0.9167843875895987,0.01464900710969135,43
